ano,sigla_uf,id_municipio,area_total,area_proprietario,area_arrendatario,area_parceiro,area_ocupante,area_lavoura_permanente,area_lavoura_temporaria,area_pastagem_natural,area_pastagem_plantada,area_pastagem,area_mata_natural,area_mata_plantada,area_sistema_agroflorestal,area_mata,area_nao_utilizada,quantidade_estabelecimentos,producao_cafe,area_cafe,quantidade_estabelecimentos_cafe,valor_total_producao_cafe,quantidade_bovinos_total,quantidade_bezerros,quantidade_bovinos_garrote,quantidade_bovinos_vaca,quantidade_bovinos_trabalho,quantidade_bovinos_touro,quantidade_estabelecimentos_energia_eletrica,despesa_total,despesa_adubos,despesa_sementes,despesa_arrendamentos,despesa_salarios,despesa_defensivos,despesa_cotas,areas_irrigacao,producao_leite,numero_estabelecimentos_total,numero_estabelecimentos_proprietario,numero_estabelecimentos_arrendatario,numero_estabelecimentos_parceiros,numero_estabelecimentos_ocupantes,numero_estabelecimentos_outros,numero_estabelecimentos_nenhuma,numero_estabelecimentos_cooperativas,numero_estabelecimentos_cooperativas_credito,numero_estabelecimentos_cooperativa_energia_eletrica,numero_estabelecimentos_cooperativa_energia_outras,quantidade_tratores,quantidade_maquina_colheita,quantidade_maquinas_plantio,quantidade_tratores_estabelecimentos_menor_10,quantidade_tratores_estabelecimentos_maior_10,pessoal_ocupado_total,pessoal_ocupado_parentesco_produtor,pessoal_14_mais_sem_parentesco,pessoal_14_mais_com_parentesco_produtor,pessoal_14_mais_empregadas,pessoal_14_mais_ocupado,valor_producao_total,valor_producao_total_animal,valor_total_producao_animal_grande,valor_total_producao_animal_medio,valor_total_producao_aves,valor_total_producao_vegetal,valor_total_producao_hortifruti,valor_total_producao_silvicultura,valor_total_producao_vegicultura,valor_total_producao_lavoura_temporaria,valor_total_producao_lavoura_permanente,producao_total_arroz,producao_total_feijao,producao_total_milho,producao_total_mandioca,producao_total_soja,producao_total_algodao,producao_total_cana,producao_total_trigo,area_arroz,area_feijao,area_milho,area_mandioca,area_soja,area_algodao,area_cana,area_trigo,numero_estabelecimentos_arroz,numero_estabelecimentos_feijao,numero_estabelecimentos_milho,numero_estabelecimentos_mandioca,numero_estabelecimentos_soja,numero_estabelecimentos_algodao,numero_estabelecimentos_cana,numero_estabelecimentos_trigo,valor_total_arroz,valor_total_feijao,valor_total_milho,valor_total_mandioca,valor_total_soja,valor_total_algodao,valor_total_cana,valor_total_trigo,valor_total,valor_total_terras,valor_total_cultura_permanente,valor_total_matas_plantadas,valor_total_predios_benfeitorias,valor_total_animais,valor_total_animais_transporte,valor_total_maquinas_transporte,proporcao_despesa_fertilizante,proporcao_despesa_defensivos,proporcao_despesa_sementes,proporcao_despesa_salarios
2017,RO,1100189,274321,273727,251,0,136,210,195,655,152150,152805,110016,1074,0,111090,5853,91,0,0,0,0,161449,1176,49322,1295,528,253,6279,3082,,203,4580,1241,1187,4,0,5,45,1047,332,0,0,2482,416,2898,2375,376,2751,97683,96282,71813,303,24166,1401,220,0,0,634,379,0,2,13,101,0,0,0,0,0,5,23,51,0,0,0,0,0,4,14,26,0,0,1,0,0,7,11,124,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1985,RO,1100205,,,,,,,,,,,"732042,75","195,75","732238,5",,21,,172,488,,40323,10118,16390,12311,213,1291,189,,,,,,,,"38,5",,9015,3040,33,3,5939,0,8878,124,7,0,8,150,7,9,5,145,41708,1332,43040,24111,1229,25340,,,,,,,,,,,,,"678,766",,,0,"2,4","316,2",0,2715,765,1241,8129,0,3,20,0,1500,692,1009,5122,0,3,21,0,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100205,,"775122,75",,"4,5",,,,,,,"640189,5",,,,91,230,"187,908",288,,103253,731,,,,,,,,"119,865",3393802,2572,2480,7,2,83,0,199,0,9,9647,7177,,,,,,,,0,,,,740,302,921,25575,2,1,486,0,"704,786",,"861,686",,"0,81",426,"12,327",0,400,355,396,1425,1,2,59,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100205,"409661,82",,,,,,,,,,,,,,110,,36,19,,256159,60694,103354,68086,1200,5877,1415,,,,,,,0,,,2842,2030,58,64,372,0,2726,0,0,0,0,251,0,0,6962,1055,8017,6140,999,7139,,,,,,,,,,,,"2676,5",,"1572,31",,0,0,"708,43",0,1487,1954,1071,1359,0,0,30,0,346,326,372,328,1,0,11,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100205,778218,758301,6887,3942,7799,4879,9698,41256,310279,351535,317059,10923,46297,327982,37828,647,125,129,77,652,448004,4148,194223,6548,5032,3214,27851,7894,,3960,29943,5177,4960,28,28,83,78,3821,772,23,311,13482,3503,16985,12214,3335,15549,362789,295010,187751,2074,105182,67779,10765,674,4545,38252,13544,10017,60,1681,7756,0,0,462,0,3083,122,656,1406,0,0,30,0,32,135,375,1487,1,0,139,0,14616,185,1565,10755,0,0,258,0,,,,,,,,,,,,,,,,,,,,,,,
1985,RO,1100254,,,,,,,,,,,,,,,7,,5947,3530,,49022,11023,16359,19717,261,1662,34,,,,,,,,"5,92",,7235,4940,309,644,1342,0,7197,20,7,4,15,75,15,10,5,70,23310,2280,25590,17706,2228,19934,,,,,,,,,,,,,,,,"62,76","69,375","1712,27",0,17363,6086,7465,215,40,31,37,0,5870,3314,3332,403,21,13,71,0,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100254,,,,,,,,,,,,,,,9,2633,,1387,,174107,1001,,,,,,,,"113,452",19790424,2863,2582,35,114,132,0,101,8,4,12684,9518,,,,,,,,0,,,,2697,1748,3762,1061,4,548,1121,0,,,2769,"48,974","2,42","675,346","52,987",0,1249,1319,1252,220,1,253,56,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100254,"145943,72",,,,,,,,,,,,,,24,,105,41,,261136,48065,108165,79308,896,3670,1836,,,,,,,0,,,2210,1961,18,29,227,0,2079,0,0,0,0,109,0,0,6428,467,6895,5755,448,6203,,,,,,,,,,,,,,,,0,0,"213,745",0,976,618,795,130,0,0,7,0,176,299,328,90,0,0,8,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100254,124134,119670,3371,286,0,1161,678,859,100638,101497,15997,100,176,16097,4526,102,0,0,0,0,230724,2003,82346,1185,464,1491,5599,3102,,436,28873,2105,1982,65,12,4,42,1067,190,0,25,5953,668,6621,5317,621,5938,126928,119843,115609,483,3751,7086,916,0,0,3119,2858,0,15,282,891,0,0,733,0,0,23,123,127,0,0,20,0,1,30,84,162,0,0,23,0,0,53,369,887,0,0,1361,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100262,,,0,,,,,,,,,,,,4,1561,,602,,59308,102,,,,,,,,0,789895,846,820,0,5,21,0,43,4,0,2803,2527,,,,,,,,0,,,,1045,30,836,414,0,0,5,0,,,"905,653","32,554",0,0,"0,14",0,462,122,394,41,0,0,1,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100262,"97231,12",,,,,,,,,,,,,"446,5",9,,195,79,,90048,18611,34010,32014,474,1830,403,,,,,,,0,0,"845,39",444,434,3,3,9,0,417,0,0,0,0,73,0,0,1242,153,1395,1055,151,1206,,,,,,,,0,,,,"387,34",,,,0,0,"5,442",0,156,502,543,20,0,0,2,0,31,16,41,17,0,0,3,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100262,136003,124645,9934,0,0,600,6300,0,74190,74190,50388,0,0,50388,1666,81,0,0,0,0,93589,452,65169,4061,1746,2567,5301,3947,,56,3107,492,454,17,0,6,15,407,163,21,25,1107,578,1685,1041,550,1591,104753,76412,67622,422,8369,28341,282,0,2145,24759,1155,4467,0,7240,172,14220,0,3,0,1292,1,1731,21,4953,0,1,0,5,5,22,80,9,0,15,0,3868,1,4833,232,14941,0,5,0,,,,,,,,,,,,,,,,,,,,,,,
1985,RO,1100288,,,,,,,,,,,,,,,11,,8030,3721,,41161,8687,12484,17838,370,1782,8,,,,,,,,0,,6349,3835,245,651,1618,0,6181,20,9,1,138,67,47,33,7,60,28506,1292,29798,18311,1123,19434,,,,,,,,,,,,,,,"299,895","117,88","50,625","103,36",0,17230,9462,9939,79,70,77,7,0,5512,4474,4057,110,43,11,15,0,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100288,,,,,,,,,,,,,,,11,2637,,1622,,114314,1275,,,,,,,,"19,36",8954278,2908,1852,59,205,792,0,122,14,9,8340,7407,,,,,,,,0,,,,2472,2495,4160,1565,11,211,462,0,,,,"184,515","7,26","158,979","18,235",0,1435,1633,1469,155,2,71,34,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100288,"129388,85",,,,,,,,,,,,,,55,,283,66,,182298,36941,60049,62019,241,3121,1898,,,,,,,0,,,2467,2259,41,35,119,0,2368,0,0,0,0,159,0,0,6830,921,7751,5982,900,6882,,,,,,,,,,,,"740,08",,,,0,0,"155,18",0,364,485,637,595,0,0,33,0,130,174,270,76,0,0,20,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100288,123887,116754,2837,282,0,1946,2705,0,95500,95500,17685,563,302,18248,3708,298,0,0,0,0,190296,1912,83174,9011,2063,2225,8007,4295,,833,16432,2038,1848,43,9,3,135,1094,314,10,56,4160,1474,5634,4024,1437,5461,113004,90336,76239,856,13241,22668,1337,0,0,10573,8757,851,36,2422,745,5720,0,329,0,292,44,1028,136,1896,0,16,0,8,35,100,219,5,0,26,0,668,93,1056,953,5574,0,200,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100296,,"95455,75",,0,,,,,,,,,,,1,763,"812,296",695,,79136,641,,,,,,,,"8,712",4061908,1913,1907,1,0,5,0,90,9,9,4371,3795,,,,,,,,0,,,,1901,4149,3951,107,8,26,81,0,,,,"8,199","4,92","23,232","2,257",0,979,1379,1068,46,3,13,9,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100296,"94706,54",,,,,,,"1364,25",,,,,,,16,,48,21,,133922,26592,55632,37506,243,3175,1038,,,,,,,0,,,1219,1110,28,49,96,0,1191,0,0,0,0,126,0,0,3192,623,3815,2795,618,3413,,,,,,,,,,,,"2301,66",,,,0,0,"3,8",0,898,1490,846,55,0,0,1,0,151,396,359,71,0,0,4,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100296,84667,82483,0,0,142,977,6534,0,59388,59388,13574,39,0,13613,4061,80,24,31,25,134,117094,935,1341268,1560,1878,1832,4577,1582,,1551,10162,1023,894,8,5,13,103,678,230,17,33,2578,636,3214,2373,596,2969,81999,56744,54737,229,1776,25255,1208,0,0,19504,2543,0,169,6831,114,0,0,77578,0,0,162,1646,25,0,0,2278,0,1,45,74,31,3,0,6,0,0,405,4744,135,0,0,7779,0,,,,,,,,,,,,,,,,,,,,,,,
1985,RO,1100304,,,1783,,,,,,,,,9,,,68,,63,87,,51753,10188,20219,20040,46,1260,45,,,,,,,,"44,55",,580,539,3,7,31,0,480,87,0,17,4,132,15,33,3,129,1592,985,2577,1306,938,2244,,,,,,,,,,,,"5323,26","114,96","2349,78","604,69",684,0,21,0,3818,237,1446,84,814,0,1,0,320,129,272,73,8,0,3,0,,,,,,,,,,,,0,,,,,,,,,
1996,RO,1100304,,,,,,,,,,,,,,,161,7,"6,648",23,,82078,298,,,,,,,,"145,96",2752693,904,882,3,1,18,0,143,23,40,3620,2780,,,,,,,,0,,,,2390,603,4093,282,922,0,86,0,,,,"16,328","479,9",0,"3,253",0,187,11,197,85,5,0,10,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100304,"247144,22",,,,,,,,,,,,,,142,,17,9,,85795,16426,36007,23637,2,2048,609,,,,,,,0,,,1012,984,28,6,11,0,927,0,0,0,0,255,0,0,2239,495,2734,2077,481,2558,,,,,,,,0,0,,,"2915,03",,,,"45506,58",0,"132,804",0,1158,24,12095,122,15863,0,11,0,23,17,60,109,25,0,22,0,,,,,,0,,0,,,,,,,,,,,,,,,
2017,RO,1100304,250110,229401,17213,379,892,5895,30743,0,89788,89788,100836,6465,0,107301,11210,484,0,2,3,2,98444,1521,186333,49206,10506,10150,22882,22826,,440,5521,1580,1431,36,18,69,26,767,561,81,132,3230,1740,4970,3161,1687,4848,263125,93628,71580,1425,20624,169497,12463,0,0,156263,772,0,9,146468,435,106711,0,69,0,0,10,25034,89,32245,0,7,0,2,15,42,132,26,1,19,0,0,33,49617,809,102123,0,86,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100320,,,,,,,,,,,,,,,5,4765,,2591,,77005,177,,,,,,,,"0,25",5699621,2988,2635,36,106,211,0,34,6,2,12184,9340,,,,,,,,0,,,,4144,1356,3744,533,0,2,1066,0,,,,"52,127",0,"1,769","18,488",0,1987,1908,1817,209,0,5,15,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100320,"232836,94",,,,,,,,,,,,,,21,,1849,485,,235514,45750,84648,67115,60,2925,2676,,,,,,,0,,,3605,3403,7,60,144,0,3458,0,0,0,0,145,0,0,11399,679,12078,9030,671,9701,,,,,,,,,,,,,,,,0,0,"126,979",0,4431,30007,3551,168,0,0,42,0,746,691,781,242,0,0,52,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100320,190475,176344,6885,5855,0,4970,17686,2946,113898,116844,44231,67,4410,44298,2267,562,0,0,0,0,183834,2384,99655,13110,4976,6728,6831,8499,,1973,17226,2487,2301,30,28,10,118,1424,333,41,81,5585,1353,6938,5439,1299,6738,166658,91627,88174,307,3146,75031,3091,0,56,54584,17299,22771,26,11819,533,31573,0,164,0,6388,37,2763,114,9891,0,13,0,37,38,96,135,29,0,16,0,20170,78,4178,738,29100,0,56,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100338,,,136,,,,,"692,5",,,,156,,,0,118,"111,867",378,,50158,150,,,,,,,,0,4255714,1131,1066,2,3,60,0,19,1,0,4823,3366,,,,,,,,0,,,,1733,131,2389,382,0,0,429,0,,,"1781,69","34,289",0,0,"15,5",0,610,293,579,97,0,0,10,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100338,"161136,37",,,,,,,,81583,,,,,,4,,249,114,,158650,29660,63189,50197,349,3049,772,,,,,,,0,,"10592,53",1372,1298,8,16,69,0,1344,0,0,0,0,39,0,0,3739,289,4028,3160,289,3449,,,,,,,,,,,,"632,31",,"717,35",,0,0,0,0,531,104,691,50,0,0,0,0,290,95,329,51,0,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1100338,251318,249637,403,0,210,1622,777,14917,171268,186185,55420,0,602,55420,6571,106,0,0,1,0,300771,1962,109938,1402,508,2196,6972,2814,,609,40442,2117,2092,7,2,8,8,1264,219,4,20,5337,1029,6366,5115,980,6095,118887,112637,111060,421,1150,6250,776,0,0,3682,1762,1963,0,183,646,0,0,8,0,603,0,84,129,0,0,2,0,6,4,34,107,1,0,12,0,1788,0,203,1201,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100346,,,,,,,,,,,,,,,3,1837,,1165,,94528,230,,,,,,,,"2,64",8131235,1881,1744,7,33,97,0,73,14,4,8203,6921,,,,,,,,0,,,,3346,1624,2928,400,0,154,59,0,,,,"24,651",0,"197,363","1,106",0,1130,1155,1061,124,0,94,20,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100346,"140817,61",,,,,,,,,,,,,,37,,96,32,,203112,40068,66086,67632,110,4856,1654,,,,,,,0,,,2250,2010,22,55,197,0,1773,0,0,0,0,114,0,0,6483,774,7257,5709,764,6473,,,,,,,,0,,,,"638,08",,"824,021",,0,0,0,0,337,246,368,1028,0,0,0,0,72,143,88,9,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1100346,148755,141868,2163,1381,0,1809,971,1731,113876,115607,27458,74,59,27532,2779,244,13,9,13,44,182681,1733,64980,2644,776,3949,5301,3577,,812,20924,1825,1670,20,31,12,92,840,224,8,43,4601,1425,6026,4366,1402,5768,82346,72146,69639,387,2120,10200,0,0,0,2771,7049,28,9,529,316,0,0,105,0,21,25,159,99,0,0,6,0,17,26,94,179,1,0,35,0,51,22,427,346,0,0,232,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100379,"147616,25",,,,,5902,,,,,,,,,11,,48,13,,122417,23213,52427,33143,50,1143,1284,,,,,,,0,"248,75",,1776,1428,68,163,181,0,1756,0,0,0,0,152,0,0,4249,1320,5569,3873,1316,5189,,,,,,,,,0,,,,,,,0,0,0,0,907,1711,1457,6,0,0,0,0,269,568,649,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1100379,144821,133197,1169,6660,1895,5642,3297,2008,96145,98153,33670,48,432,33718,3580,162,142,166,37,840,139873,1808,59819,4816,928,1321,5365,5181,,2187,7220,1975,1657,82,77,153,6,1498,242,0,19,4345,3100,7445,4263,3063,7326,98983,61437,59443,629,1364,37546,881,0,0,13471,22956,24,1062,7942,43,6102,0,14,0,20,862,1849,40,2007,0,5,0,25,418,435,59,3,0,8,0,38,2605,4153,58,6417,0,20,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100403,,,0,0,,,,,,,,,,,37,3841,,1004,,34866,180,,,,,,,,0,2336390,1236,1197,0,0,39,0,19,5,2,5757,4517,,,,,,,,0,,,,1382,122,1171,396,5,0,22,0,,,,"61,835","7,26",0,"1,442",0,566,292,517,221,5,0,6,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100403,"186679,56",,,,"10034,75",,,,,,,,,,43,,845,176,,136948,25637,49199,39344,213,1881,1740,,,,,,,0,,,2259,2026,20,7,225,0,2200,0,0,0,0,91,0,0,5636,711,6347,5039,698,5737,,,,,,,,,,,,,,,,0,0,"15,73",0,1052,4426,979,113,0,0,16,0,238,174,275,111,0,0,14,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100403,195634,183580,5054,1110,3899,5857,8004,31474,98133,129607,46442,0,2119,46442,3587,236,0,0,2,0,194099,2452,75532,4054,3348,2917,8221,4639,,466,11672,2619,2282,38,23,220,56,2419,257,32,42,6102,887,6989,5591,877,6468,90113,56599,51291,492,4795,33514,633,0,7,26754,6080,5088,37,214,1062,15635,0,74,0,1511,34,104,190,5446,0,12,0,12,9,48,474,23,0,93,0,4459,58,213,1983,16170,0,138,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100452,"239861,57",,,,,,,,,,,,,,15,,102,42,,235564,45650,84758,71427,1066,3434,1517,,,,,,,0,,,2949,2674,49,32,207,0,2908,0,0,0,0,102,0,0,8355,1314,9669,6843,1272,8115,,,,,,,,,,,,,,,,0,0,"35,81",0,1379,803,1826,260,0,0,12,0,804,609,957,441,0,0,54,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100452,237350,228937,4211,298,0,2523,709,4598,180895,185493,41607,75,0,41682,6798,174,22,18,6,97,318107,2720,99628,954,1000,4084,7412,3589,,363,34252,2830,2674,23,4,6,123,1764,243,0,3,7733,1528,9261,6966,1478,8444,131275,122215,118251,762,3203,9060,316,0,0,2206,6519,0,50,458,676,0,0,105,0,0,87,290,164,0,0,17,0,2,72,188,237,0,0,34,0,0,168,515,816,0,0,215,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100502,,,,,,,,,,,,,,,2,2655,,1715,,61088,286,,,,,,,,0,4015692,2282,1610,60,109,503,0,29,7,2,7880,6880,,,,,,,,0,,,,2688,1831,3113,165,35,63,6,0,,,,"7,787","22,99","53,524",123,0,1520,1573,1245,25,9,49,6,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100502,"71631,97",,,,,,,,,,,,,,7,,797,236,,105342,22520,31516,34073,41,1353,1433,,,,,,,0,,"7754,59",1791,1517,19,97,184,0,1783,0,0,0,0,63,0,0,4882,691,5573,4095,680,4775,,,,,,,,,,,,"866,666",,"667,61",,0,0,34,0,710,723,532,64,0,0,3,0,425,291,334,74,0,0,7,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100502,69661,67280,0,0,649,1717,2834,325,50815,51140,11389,539,246,11928,1797,199,0,4,3,2,106997,1286,33403,1612,2358,1709,3383,1991,,778,8639,1347,1272,8,16,25,26,710,129,0,16,3189,983,4172,2915,938,3853,51228,35523,34624,185,713,15704,0,0,0,9896,5557,364,2,2738,72,0,0,0,0,102,4,734,19,0,0,0,0,5,6,21,26,1,0,1,0,306,3,940,73,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100601,,,,,,,,,,,,,,,1,286,"256,996",178,,81889,115,,,,,,,,0,3350438,634,630,1,1,2,0,37,1,4,3051,2227,,,,,,,,0,,,,697,74,1238,150,0,3,27,0,"800,876",,,"9,512",0,"2,42",367,0,243,140,242,43,0,1,2,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100601,"138889,41",,,,,,,,,,,,,,12,,414,137,,185841,36112,75675,65273,76,4399,618,,,,,,,0,0,,773,758,16,9,11,0,751,0,0,0,0,60,0,0,1899,435,2334,1676,426,2102,,,,,,,,0,,,,"48,501",,"188,745",,0,0,0,0,50,28,161,53,0,0,0,0,38,33,80,43,0,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1100601,170893,158017,11481,623,33,818,725,146,118360,118506,47078,345,108,47423,3313,57,0,0,0,0,207755,815,116975,1346,302,5713,8320,4191,,22,10381,903,834,10,18,6,35,614,148,0,10,2119,588,2707,1957,550,2507,124898,122490,107831,337,14322,2408,0,0,0,894,1497,0,0,215,242,0,0,75,0,0,1,99,71,0,0,4,0,1,3,21,58,0,0,6,0,0,0,346,374,0,0,59,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100700,,,,0,,,,,,,,,,,0,531,"831,061",946,,28716,61,,,,0,,,,"4,994",2018060,1320,1284,1,0,35,0,26,2,185,5513,3968,,,,,,,,0,,,,2851,979,4066,855,0,3,17,0,,,,"117,953",0,"2,057",281,0,1010,886,987,176,0,1,34,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100700,"174486,95",,,,,,,,,,,,,,10,,792,209,,164442,38840,52225,47596,966,3303,910,,,,,,,0,,,1932,1860,7,13,61,0,1905,0,0,0,0,48,0,0,6502,265,6767,5247,254,5501,,,,,,,,,,,,,,,,0,0,0,0,1105,647,1391,65,0,0,0,0,529,388,569,49,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,
2017,RO,1100700,196865,195255,646,0,154,1749,615,1011,149428,150439,39773,54,0,39827,4162,77,21,24,10,189,303862,1869,63443,369,758,2129,7100,2465,,114,37081,1918,1891,7,4,8,8,1471,120,0,8,5046,811,5857,4552,783,5335,105822,100904,98068,230,2607,4918,133,0,0,1551,3234,0,2,293,638,0,0,47,0,0,3,135,139,0,0,8,0,1,8,87,197,1,0,31,0,0,8,247,1078,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100809,,,,0,,,,,,,,,,,18,109,"146,387",329,,42648,167,,,,,,,,1,2691874,757,745,3,0,9,0,77,0,6,2987,2353,,,,,,,,0,,,,539,15,156,2623,0,0,506,0,"509,078",,"185,207","245,543",0,0,"73,701",0,239,26,161,400,0,0,57,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100809,"161666,72",,0,0,,,,,,,,,,"810,25",33,,2,8,,93184,20129,30280,34236,196,1795,647,,,,0,,,0,,,829,785,1,1,51,0,812,0,0,0,0,77,0,0,1854,175,2029,1827,173,2000,,,,,,,,0,0,,,"10,48",0,"11,7",,0,0,"3,605",0,9,0,6,88,0,0,9,0,6,1,3,34,0,0,5,0,,0,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100809,182933,176909,0,0,4473,2112,13180,2303,83573,85876,76357,0,584,76357,4734,220,1,2,9,4,100399,1080,81791,13649,1946,1110,7981,4584,,890,7337,1240,1216,1,1,17,5,844,315,14,40,3051,742,3793,2868,702,3570,71868,47273,42928,753,3548,24595,2621,0,222,21075,678,4692,1,5953,1391,12108,0,231,0,2110,1,1533,249,3870,0,60,0,3,7,24,217,3,0,32,0,3978,3,2464,1316,12108,0,182,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100908,,,,,,,,,,,,,,,4,328,"361,814",305,,49498,127,,,,,,,,"43,56",2481403,690,624,3,7,56,0,33,1,5,2163,1890,,,,,,,,0,,,,699,161,573,51,0,20,2,0,"837,845",,"671,463","3,693",0,"23,618",38,0,340,266,269,19,0,9,1,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100908,"69104,68",,,,,,,,,,,,,,38,,56,25,,71513,13374,26943,23661,52,1432,503,,,,,,,0,,,592,567,16,3,10,0,507,0,0,0,0,81,0,0,1784,184,1968,1497,160,1657,,,,,,,,,,,,"2231,61",,"290,939",,0,0,"3,1",0,974,80,186,675,0,0,2,0,89,49,75,38,1,0,4,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,RO,1100908,52056,50031,0,388,0,311,1688,194,38300,38494,10834,18,0,10852,651,96,0,0,0,0,61590,518,25038,2261,1069,644,2351,1901,,160,4576,577,520,6,10,5,36,362,108,6,12,1131,214,1345,1119,198,1317,32484,24315,23668,88,559,8169,0,0,0,7157,856,0,0,5237,80,5130,0,0,0,0,0,1013,13,1452,0,0,0,1,0,7,12,3,0,0,0,0,0,1793,107,4895,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1996,RO,1100924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RO,1100924,"262584,3",,,0,,"736,5",,,,,,"39,75",,,14,,23,16,,228019,43714,124135,47511,862,5727,343,,,,,,,0,,,637,619,6,0,18,0,588,0,0,0,0,154,0,0,1877,574,2451,1649,574,2223,,,,,,,,0,,,,"3511,37",,,,0,0,0,0,1174,119,418,35,0,0,0,0,115,86,115,16,1,0,0,0,,,,,0,0,0,0,,,,0,,,,,,,,,,,
